session_id,survey_id,annotator_id,evaluator_gender,evaluator_age,clip_id,display_order,speaker_id,speaker_sex,sentence_num,model_name,is_cloned,humanlike,customer_service,native_english,authoritative,warm,trust,intimate_convo
session_062,survey_189,annotator_043,Woman,25-34,clip_0734,15,speaker_024,Female,8,chatterbox,0,5,1,3,3,1,2,2
session_062,survey_189,annotator_043,Woman,25-34,clip_0735,20,speaker_024,Female,8,chatterbox,1,2,5,5,2,4,3,2
session_069,survey_218,annotator_012,Man,25-34,clip_2355,17,speaker_015,Male,4,elevenlabs_low_expressiveness,0,3,2,1,2,1,2,1
session_094,survey_219,annotator_117,Woman,18-24,clip_2063,12,speaker_035,Male,9,chatterbox,1,4,3,4,4,4,4,4
session_071,survey_176,annotator_075,Woman,55-64,clip_1941,12,speaker_006,Male,7,elevenlabs,1,4,4,2,2,3,3,3
session_099,survey_034,annotator_010,Man,45-54,clip_1947,12,speaker_012,Female,7,elevenlabs,1,3,1,5,1,3,3,2
session_103,survey_052,annotator_176,Woman,25-34,clip_1766,1,speaker_079,Female,3,coqui_xtts,0,5,1,5,4,3,3,3
session_103,survey_052,annotator_176,Woman,25-34,clip_1677,2,speaker_055,Female,1,coqui_xtts,0,4,1,2,3,2,3,2
session_103,survey_052,annotator_176,Woman,25-34,clip_1294,3,speaker_028,Female,6,coqui_xtts,0,4,3,4,3,3,3,3
session_103,survey_052,annotator_176,Woman,25-34,clip_2209,4,speaker_079,Female,3,coqui_xtts,1,4,2,3,3,3,3,3
session_103,survey_052,annotator_176,Woman,25-34,clip_1295,5,speaker_028,Female,6,coqui_xtts,1,5,2,5,3,3,3,3
session_098,survey_036,annotator_154,Man,65+,clip_0006,19,speaker_001,Male,6,elevenlabs,1,4,3,5,2,4,3,1
session_103,survey_052,annotator_176,Woman,25-34,clip_2196,6,speaker_068,Female,6,coqui_xtts,1,5,2,5,3,3,3,3
session_103,survey_052,annotator_176,Woman,25-34,clip_1241,7,speaker_017,Female,1,coqui_xtts,1,4,1,3,2,3,3,3
session_103,survey_052,annotator_176,Woman,25-34,clip_1528,8,speaker_064,Female,7,coqui_xtts,0,3,1,4,3,3,3,3
session_103,survey_052,annotator_176,Woman,25-34,clip_1621,9,speaker_083,Female,1,coqui_xtts,1,5,1,5,3,3,3,3
session_103,survey_052,annotator_176,Woman,25-34,clip_1299,10,speaker_028,Female,1,coqui_xtts,1,5,2,5,4,3,3,4
session_103,survey_052,annotator_176,Woman,25-34,clip_1814,11,speaker_066,Female,5,coqui_xtts,0,3,1,1,2,2,2,1
session_103,survey_052,annotator_176,Woman,25-34,clip_2187,12,speaker_066,Female,5,coqui_xtts,1,4,1,4,2,2,2,1
session_103,survey_052,annotator_176,Woman,25-34,clip_1579,13,speaker_076,Female,9,coqui_xtts,1,4,2,2,2,3,3,3
session_103,survey_052,annotator_176,Woman,25-34,clip_1578,14,speaker_076,Female,9,coqui_xtts,0,3,1,1,3,3,2,2
session_103,survey_052,annotator_176,Woman,25-34,clip_1529,15,speaker_064,Female,7,coqui_xtts,1,4,2,5,4,3,3,3
session_103,survey_052,annotator_176,Woman,25-34,clip_1298,16,speaker_028,Female,1,coqui_xtts,0,4,1,4,4,3,3,3
session_103,survey_052,annotator_176,Woman,25-34,clip_2174,17,speaker_055,Female,1,coqui_xtts,1,5,2,5,4,4,3,3
session_103,survey_052,annotator_176,Woman,25-34,clip_1620,18,speaker_083,Female,1,coqui_xtts,0,4,1,1,3,3,3,3
session_103,survey_052,annotator_176,Woman,25-34,clip_1240,19,speaker_017,Female,1,coqui_xtts,0,5,1,1,3,4,3,3
session_103,survey_052,annotator_176,Woman,25-34,clip_1847,20,speaker_068,Female,6,coqui_xtts,0,4,2,4,4,4,3,4
session_107,survey_140,annotator_133,Woman,18-24,clip_2302,1,speaker_010,Male,4,elevenlabs_low_expressiveness,1,2,4,4,4,4,4,4
session_038,survey_123,annotator_095,Woman,45-54,clip_0259,3,speaker_033,Male,3,elevenlabs,0,2,1,1,3,2,2,2
session_041,survey_019,annotator_022,Man,65+,clip_0409,3,speaker_048,Male,9,elevenlabs,0,5,4,5,3,3,4,4
session_034,survey_118,annotator_181,Woman,25-34,clip_0184,9,speaker_024,Female,9,elevenlabs,1,4,4,3,3,2,2,2
session_055,survey_138,annotator_148,Woman,18-24,clip_1189,5,speaker_013,Male,6,coqui_xtts,1,3,3,3,3,3,3,3
session_044,survey_078,annotator_091,Man,45-54,clip_1314,1,speaker_029,Male,1,coqui_xtts,0,5,1,5,1,5,5,5
session_034,survey_118,annotator_181,Woman,25-34,clip_0393,10,speaker_047,Female,4,elevenlabs,0,2,2,3,2,2,2,2
session_039,survey_133,annotator_070,Woman,35-44,clip_1399,8,speaker_044,Female,9,coqui_xtts,1,4,3,4,2,2,3,3
session_040,survey_210,annotator_160,Woman,25-34,clip_1676,6,speaker_055,Female,1,elevenlabs,0,4,2,3,1,3,3,3
session_035,survey_122,annotator_066,Woman,45-54,clip_2546,5,speaker_033,Male,8,elevenlabs_low_expressiveness,1,3,1,2,1,2,2,1
session_039,survey_133,annotator_070,Woman,35-44,clip_1274,9,speaker_025,Female,2,coqui_xtts,0,4,1,4,1,1,1,1
session_046,survey_028,annotator_184,Man,25-34,clip_2289,1,speaker_009,Male,6,elevenlabs_low_expressiveness,0,3,1,3,2,2,2,1
session_038,survey_123,annotator_095,Woman,45-54,clip_1893,4,speaker_063,Male,8,elevenlabs,0,2,2,4,2,2,2,1
session_042,survey_067,annotator_164,Woman,55-64,clip_0866,2,speaker_046,Female,7,chatterbox,0,2,1,1,2,2,2,2
session_040,survey_210,annotator_160,Woman,25-34,clip_0112,7,speaker_014,Female,3,elevenlabs,1,4,3,5,2,3,4,4
session_041,survey_019,annotator_022,Man,65+,clip_0291,6,speaker_036,Male,7,elevenlabs,0,3,2,2,2,3,3,3
session_046,survey_028,annotator_184,Man,25-34,clip_2749,2,speaker_054,Male,4,elevenlabs_low_expressiveness,1,4,2,3,3,3,2,2
session_033,survey_043,annotator_024,Woman,25-34,clip_1434,17,speaker_048,Male,3,coqui_xtts,0,5,1,4,5,1,4,3
session_035,survey_122,annotator_066,Woman,45-54,clip_2600,6,speaker_038,Male,6,elevenlabs_low_expressiveness,1,4,3,3,2,3,2,2
session_045,survey_141,annotator_092,Woman,55-64,clip_0159,3,speaker_021,Female,4,elevenlabs,0,1,4,4,1,5,1,1
session_040,survey_210,annotator_160,Woman,25-34,clip_0219,8,speaker_028,Female,9,elevenlabs,0,4,3,5,1,4,3,4
session_033,survey_043,annotator_024,Woman,25-34,clip_2170,18,speaker_054,Male,1,coqui_xtts,1,4,1,5,5,1,2,1
session_046,survey_028,annotator_184,Man,25-34,clip_2466,3,speaker_026,Male,7,elevenlabs_low_expressiveness,1,3,3,4,2,3,3,2
session_047,survey_001,annotator_178,Man,35-44,clip_2937,1,speaker_073,Female,7,elevenlabs_low_expressiveness,0,3,2,1,1,3,3,4
session_045,survey_141,annotator_092,Woman,55-64,clip_0331,4,speaker_040,Female,4,elevenlabs,0,1,1,1,1,1,1,1
session_034,survey_118,annotator_181,Woman,25-34,clip_1749,13,speaker_055,Female,3,elevenlabs,0,2,2,1,4,2,2,2
session_044,survey_078,annotator_091,Man,45-54,clip_1315,5,speaker_029,Male,1,coqui_xtts,1,4,2,3,3,2,2,2
session_047,survey_001,annotator_178,Man,35-44,clip_2910,2,speaker_071,Female,6,elevenlabs_low_expressiveness,1,3,3,3,4,3,3,4
session_040,survey_210,annotator_160,Woman,25-34,clip_0520,9,speaker_061,Female,5,elevenlabs,1,5,3,1,2,3,4,2
session_045,survey_141,annotator_092,Woman,55-64,clip_0459,5,speaker_056,Female,5,elevenlabs,0,3,2,2,1,1,2,1
session_038,survey_123,annotator_095,Woman,45-54,clip_2007,6,speaker_063,Male,8,elevenlabs,1,3,3,4,3,3,3,2
session_046,survey_028,annotator_184,Man,25-34,clip_2465,4,speaker_026,Male,7,elevenlabs_low_expressiveness,0,3,3,3,2,3,2,2
session_039,survey_133,annotator_070,Woman,35-44,clip_1403,14,speaker_045,Female,7,coqui_xtts,0,3,1,1,1,1,1,1
session_048,survey_014,annotator_167,Woman,35-44,clip_1924,1,speaker_063,Male,9,elevenlabs,0,5,2,5,1,5,4,2
session_047,survey_001,annotator_178,Man,35-44,clip_2909,3,speaker_071,Female,6,elevenlabs_low_expressiveness,0,3,1,1,2,2,2,2
session_044,survey_078,annotator_091,Man,45-54,clip_1732,7,speaker_019,Male,3,coqui_xtts,0,1,4,3,3,1,1,1
session_034,survey_118,annotator_181,Woman,25-34,clip_0138,15,speaker_017,Female,4,elevenlabs,1,4,3,1,3,3,3,3
session_046,survey_028,annotator_184,Man,25-34,clip_2427,5,speaker_022,Male,5,elevenlabs_low_expressiveness,0,4,2,1,1,1,1,1
session_039,survey_133,annotator_070,Woman,35-44,clip_1817,15,speaker_068,Female,5,coqui_xtts,0,5,2,5,1,3,3,3
session_048,survey_014,annotator_167,Woman,35-44,clip_0274,2,speaker_034,Male,3,elevenlabs,1,5,1,1,1,3,3,2
session_047,survey_001,annotator_178,Man,35-44,clip_2681,4,speaker_047,Female,7,elevenlabs_low_expressiveness,1,2,3,4,3,1,2,2
session_042,survey_067,annotator_164,Woman,55-64,clip_0715,5,speaker_021,Female,3,chatterbox,1,4,3,5,3,4,4,5
session_039,survey_133,annotator_070,Woman,35-44,clip_1397,16,speaker_044,Female,7,coqui_xtts,1,2,2,3,1,2,1,1
session_046,survey_028,annotator_184,Man,25-34,clip_2778,6,speaker_057,Male,3,elevenlabs_low_expressiveness,1,4,4,5,3,4,4,3
session_040,survey_210,annotator_160,Woman,25-34,clip_2000,11,speaker_055,Female,1,elevenlabs,1,5,2,5,4,2,4,2
session_034,survey_118,annotator_181,Woman,25-34,clip_0578,16,speaker_073,Female,4,elevenlabs,1,4,2,4,2,4,3,3
session_048,survey_014,annotator_167,Woman,35-44,clip_0242,3,speaker_030,Male,8,elevenlabs,1,4,4,4,1,2,3,2
session_035,survey_122,annotator_066,Woman,45-54,clip_2439,11,speaker_023,Male,5,elevenlabs_low_expressiveness,0,2,1,1,1,2,1,1
session_046,survey_028,annotator_184,Man,25-34,clip_2790,8,speaker_058,Male,2,elevenlabs_low_expressiveness,1,1,1,2,2,1,2,1
session_047,survey_001,annotator_178,Man,35-44,clip_2474,7,speaker_027,Female,6,elevenlabs_low_expressiveness,1,4,2,4,3,3,3,3
session_048,survey_014,annotator_167,Woman,35-44,clip_1942,5,speaker_006,Male,8,elevenlabs,1,4,5,3,3,1,3,2
session_046,survey_028,annotator_184,Man,25-34,clip_2603,9,speaker_038,Male,8,elevenlabs_low_expressiveness,0,1,1,3,3,1,2,1
session_047,survey_001,annotator_178,Man,35-44,clip_2680,9,speaker_047,Female,7,elevenlabs_low_expressiveness,0,2,2,3,3,1,3,2
session_048,survey_014,annotator_167,Woman,35-44,clip_0031,6,speaker_004,Male,3,elevenlabs,0,1,4,4,3,1,3,1
session_047,survey_001,annotator_178,Man,35-44,clip_2944,10,speaker_074,Female,7,elevenlabs_low_expressiveness,1,3,3,4,3,1,3,2
session_049,survey_069,annotator_096,Man,35-44,clip_1157,3,speaker_009,Male,7,coqui_xtts,1,3,2,4,3,4,3,3
session_047,survey_001,annotator_178,Man,35-44,clip_2635,11,speaker_043,Female,2,elevenlabs_low_expressiveness,0,4,2,2,2,3,2,3
session_048,survey_014,annotator_167,Woman,35-44,clip_0246,8,speaker_031,Male,3,elevenlabs,1,2,4,2,3,1,3,1
session_046,survey_028,annotator_184,Man,25-34,clip_2862,12,speaker_065,Male,9,elevenlabs_low_expressiveness,1,4,2,5,3,3,3,3
session_048,survey_014,annotator_167,Woman,35-44,clip_0077,9,speaker_009,Male,1,elevenlabs,0,3,3,2,4,2,3,1
session_046,survey_028,annotator_184,Man,25-34,clip_2813,13,speaker_060,Male,3,elevenlabs_low_expressiveness,0,2,2,1,2,1,2,2
session_048,survey_014,annotator_167,Woman,35-44,clip_1838,10,speaker_054,Male,6,elevenlabs,0,1,2,1,4,1,4,1
session_046,survey_028,annotator_184,Man,25-34,clip_2604,14,speaker_038,Male,8,elevenlabs_low_expressiveness,1,2,2,3,2,3,3,1
session_047,survey_001,annotator_178,Man,35-44,clip_2888,15,speaker_069,Female,3,elevenlabs_low_expressiveness,1,3,2,3,2,4,2,4
session_046,survey_028,annotator_184,Man,25-34,clip_2290,15,speaker_009,Male,6,elevenlabs_low_expressiveness,1,5,5,5,4,4,4,3
session_047,survey_001,annotator_178,Man,35-44,clip_2451,16,speaker_025,Female,3,elevenlabs_low_expressiveness,0,3,2,2,2,3,2,3
session_047,survey_001,annotator_178,Man,35-44,clip_2420,17,speaker_021,Female,4,elevenlabs_low_expressiveness,1,4,2,4,2,3,2,3
session_048,survey_014,annotator_167,Woman,35-44,clip_1943,12,speaker_006,Male,9,elevenlabs,1,5,4,5,3,4,3,3
session_046,survey_028,annotator_184,Man,25-34,clip_2814,17,speaker_060,Male,3,elevenlabs_low_expressiveness,1,4,4,5,4,4,4,4
session_049,survey_069,annotator_096,Man,35-44,clip_1598,7,speaker_081,Male,7,coqui_xtts,0,3,1,3,2,2,2,2
session_046,survey_028,annotator_184,Man,25-34,clip_2789,18,speaker_058,Male,2,elevenlabs_low_expressiveness,0,1,1,3,2,2,1,1
session_046,survey_028,annotator_184,Man,25-34,clip_2563,19,speaker_035,Male,5,elevenlabs_low_expressiveness,0,4,2,4,1,1,3,2
session_049,survey_069,annotator_096,Man,35-44,clip_1339,8,speaker_033,Male,6,coqui_xtts,1,2,1,2,1,1,1,1
session_048,survey_014,annotator_167,Woman,35-44,clip_1877,14,speaker_006,Male,8,elevenlabs,0,1,4,2,4,1,3,1
session_049,survey_069,annotator_096,Man,35-44,clip_1510,9,speaker_059,Male,1,coqui_xtts,0,4,1,1,1,2,1,1
session_049,survey_069,annotator_096,Man,35-44,clip_1249,10,speaker_018,Male,7,coqui_xtts,1,4,2,4,4,3,3,3
session_049,survey_069,annotator_096,Man,35-44,clip_1126,11,speaker_005,Male,2,coqui_xtts,1,1,1,2,2,1,1,1
session_048,survey_014,annotator_167,Woman,35-44,clip_0078,18,speaker_009,Male,1,elevenlabs,1,2,2,4,4,3,3,1
session_048,survey_014,annotator_167,Woman,35-44,clip_0032,20,speaker_004,Male,3,elevenlabs,1,2,4,3,3,2,4,2
session_049,survey_069,annotator_096,Man,35-44,clip_1156,13,speaker_009,Male,7,coqui_xtts,0,4,3,4,3,3,3,3
session_049,survey_069,annotator_096,Man,35-44,clip_1165,14,speaker_010,Male,8,coqui_xtts,1,3,2,3,3,2,2,2
session_049,survey_069,annotator_096,Man,35-44,clip_1511,15,speaker_059,Male,1,coqui_xtts,1,4,1,4,4,3,2,2
session_039,survey_133,annotator_070,Woman,35-44,clip_1464,17,speaker_053,Female,7,coqui_xtts,0,1,1,1,1,1,1,1
session_049,survey_069,annotator_096,Man,35-44,clip_1209,17,speaker_015,Male,5,coqui_xtts,1,4,2,4,3,3,3,3
session_049,survey_069,annotator_096,Man,35-44,clip_1164,18,speaker_010,Male,8,coqui_xtts,0,4,2,1,1,3,3,3
session_049,survey_069,annotator_096,Man,35-44,clip_1907,19,speaker_006,Male,9,coqui_xtts,0,3,1,1,1,3,3,3
session_049,survey_069,annotator_096,Man,35-44,clip_1125,20,speaker_005,Male,2,coqui_xtts,0,2,1,3,1,1,1,1
session_069,survey_218,annotator_012,Man,25-34,clip_2294,3,speaker_009,Male,8,elevenlabs_low_expressiveness,1,3,3,5,3,2,3,3
session_058,survey_112,annotator_071,Man,25-34,clip_2389,9,speaker_018,Male,6,elevenlabs_low_expressiveness,0,5,3,5,1,4,4,4
session_078,survey_119,annotator_026,Woman,55-64,clip_0517,6,speaker_061,Female,3,elevenlabs,0,5,3,2,1,3,2,1
session_057,survey_167,annotator_188,Woman,25-34,clip_0710,12,speaker_018,Male,8,chatterbox,0,5,4,5,2,4,4,2
session_054,survey_201,annotator_174,Man,18-24,clip_2695,9,speaker_048,Male,7,elevenlabs_low_expressiveness,1,3,2,4,4,1,3,2
session_077,survey_204,annotator_168,Woman,35-44,clip_0484,11,speaker_058,Male,2,elevenlabs,1,1,2,4,3,4,2,1
session_055,survey_138,annotator_148,Woman,18-24,clip_1474,20,speaker_057,Male,2,coqui_xtts,0,3,3,3,3,3,3,3
session_076,survey_160,annotator_102,Man,18-24,clip_1319,9,speaker_030,Male,4,coqui_xtts,1,4,2,4,1,3,3,3
session_091,survey_131,annotator_073,Woman,65+,clip_1519,8,speaker_061,Female,3,coqui_xtts,1,2,1,3,3,3,3,3
session_094,survey_219,annotator_117,Woman,18-24,clip_0772,7,speaker_030,Male,5,chatterbox,0,3,1,1,1,2,2,2
session_099,survey_034,annotator_010,Man,45-54,clip_0590,8,speaker_074,Female,8,elevenlabs,1,3,1,5,2,2,3,3
session_095,survey_202,annotator_047,Woman,45-54,clip_1556,7,speaker_073,Female,2,coqui_xtts,0,1,1,1,1,1,1,1
session_076,survey_160,annotator_102,Man,18-24,clip_1506,18,speaker_059,Male,8,coqui_xtts,0,5,1,1,1,3,2,1
session_079,survey_170,annotator_108,Woman,35-44,clip_1261,18,speaker_022,Male,7,coqui_xtts,1,4,4,3,2,4,2,3
session_098,survey_036,annotator_154,Man,65+,clip_0050,12,speaker_005,Male,1,elevenlabs,1,3,1,2,1,1,1,1
session_098,survey_036,annotator_154,Man,65+,clip_0301,14,speaker_037,Male,4,elevenlabs,0,5,3,5,2,4,3,1
session_098,survey_036,annotator_154,Man,65+,clip_0251,18,speaker_031,Male,6,elevenlabs,0,2,1,1,1,2,1,1
session_092,survey_065,annotator_152,Man,25-34,clip_0144,13,speaker_017,Female,8,elevenlabs,1,5,1,4,1,5,4,4
session_092,survey_065,annotator_152,Man,25-34,clip_1852,16,speaker_012,Female,7,elevenlabs,0,4,2,2,1,2,2,1
session_082,survey_209,annotator_044,Woman,45-54,clip_2521,12,speaker_030,Male,7,elevenlabs_low_expressiveness,0,1,3,2,1,2,4,2
session_082,survey_209,annotator_044,Woman,45-54,clip_2531,13,speaker_031,Male,6,elevenlabs_low_expressiveness,0,2,3,1,1,3,4,3
session_085,survey_135,annotator_191,Woman,25-34,clip_0033,13,speaker_004,Male,4,elevenlabs,0,5,2,2,1,2,2,2
session_104,survey_217,annotator_069,Man,45-54,clip_1722,1,speaker_071,Female,2,coqui_xtts,0,2,1,3,1,3,2,3
session_104,survey_217,annotator_069,Man,45-54,clip_1235,2,speaker_017,Female,5,coqui_xtts,1,4,1,5,1,3,3,3
session_104,survey_217,annotator_069,Man,45-54,clip_2193,3,speaker_068,Female,2,coqui_xtts,1,4,2,5,1,3,3,3
session_104,survey_217,annotator_069,Man,45-54,clip_1234,4,speaker_017,Female,5,coqui_xtts,0,4,2,1,1,3,2,2
session_104,survey_217,annotator_069,Man,45-54,clip_1232,5,speaker_017,Female,4,coqui_xtts,0,4,2,1,2,2,2,1
session_104,survey_217,annotator_069,Man,45-54,clip_1551,6,speaker_072,Female,2,coqui_xtts,1,4,3,5,3,4,4,3
session_104,survey_217,annotator_069,Man,45-54,clip_1233,7,speaker_017,Female,4,coqui_xtts,1,4,3,4,1,4,4,3
session_104,survey_217,annotator_069,Man,45-54,clip_1616,8,speaker_083,Female,4,coqui_xtts,0,3,4,3,1,3,4,3
session_104,survey_217,annotator_069,Man,45-54,clip_2199,9,speaker_071,Female,2,coqui_xtts,1,3,4,5,2,3,3,4
session_104,survey_217,annotator_069,Man,45-54,clip_2208,10,speaker_077,Female,1,coqui_xtts,1,3,3,5,3,2,3,4
session_104,survey_217,annotator_069,Man,45-54,clip_1617,11,speaker_083,Female,4,coqui_xtts,1,3,1,4,2,3,3,3
session_104,survey_217,annotator_069,Man,45-54,clip_1413,12,speaker_046,Female,3,coqui_xtts,0,3,4,1,1,2,3,2
session_104,survey_217,annotator_069,Man,45-54,clip_1686,13,speaker_077,Female,1,coqui_xtts,0,3,3,2,1,2,3,2
session_104,survey_217,annotator_069,Man,45-54,clip_1414,14,speaker_046,Female,3,coqui_xtts,1,2,2,2,1,2,3,2
session_104,survey_217,annotator_069,Man,45-54,clip_1412,15,speaker_046,Female,2,coqui_xtts,1,3,2,2,1,3,3,3
session_104,survey_217,annotator_069,Man,45-54,clip_1550,16,speaker_072,Female,2,coqui_xtts,0,4,1,4,1,5,5,5
session_104,survey_217,annotator_069,Man,45-54,clip_1720,17,speaker_068,Female,2,coqui_xtts,0,5,4,5,3,3,3,2
session_104,survey_217,annotator_069,Man,45-54,clip_1201,18,speaker_014,Female,6,coqui_xtts,1,4,4,5,1,4,4,4
session_104,survey_217,annotator_069,Man,45-54,clip_1411,19,speaker_046,Female,2,coqui_xtts,0,3,4,1,1,3,3,2
session_104,survey_217,annotator_069,Man,45-54,clip_1200,20,speaker_014,Female,6,coqui_xtts,0,4,3,1,2,2,3,3
session_047,survey_001,annotator_178,Man,35-44,clip_2419,5,speaker_021,Female,4,elevenlabs_low_expressiveness,0,3,2,2,1,2,2,2
session_060,survey_053,annotator_135,Man,18-24,clip_0368,4,speaker_045,Female,3,elevenlabs,1,3,3,2,3,3,3,2
session_091,survey_131,annotator_073,Woman,65+,clip_1238,1,speaker_017,Female,9,coqui_xtts,0,4,1,1,4,3,3,2
session_061,survey_172,annotator_114,Man,35-44,clip_2834,8,speaker_063,Male,5,elevenlabs_low_expressiveness,1,4,3,4,2,2,3,3
session_096,survey_107,annotator_081,Man,45-54,clip_1282,1,speaker_026,Male,4,coqui_xtts,0,1,1,3,1,1,1,1
session_072,survey_180,annotator_157,Man,45-54,clip_2437,4,speaker_023,Male,4,elevenlabs_low_expressiveness,0,4,3,1,3,3,3,2
session_096,survey_107,annotator_081,Man,45-54,clip_2159,2,speaker_038,Male,1,coqui_xtts,1,4,1,4,2,3,3,2
session_054,survey_201,annotator_174,Man,18-24,clip_2233,6,speaker_002,Male,6,elevenlabs_low_expressiveness,0,3,2,1,2,2,2,1
session_065,survey_193,annotator_144,Man,35-44,clip_2252,11,speaker_004,Male,7,elevenlabs_low_expressiveness,1,1,1,5,2,1,2,1
session_096,survey_107,annotator_081,Man,45-54,clip_1328,3,speaker_032,Male,2,coqui_xtts,0,4,1,4,1,3,2,1
session_092,survey_065,annotator_152,Man,25-34,clip_1960,1,speaker_020,Female,8,elevenlabs,1,4,5,2,1,3,3,4
session_061,survey_172,annotator_114,Man,35-44,clip_2564,16,speaker_035,Male,5,elevenlabs_low_expressiveness,1,4,3,2,2,4,3,2
session_096,survey_107,annotator_081,Man,45-54,clip_1644,4,speaker_085,Male,1,coqui_xtts,0,4,1,3,1,2,2,1
session_078,survey_119,annotator_026,Woman,55-64,clip_0316,10,speaker_039,Female,3,elevenlabs,1,5,4,5,1,4,5,5
session_096,survey_107,annotator_081,Man,45-54,clip_2202,5,speaker_075,Male,2,coqui_xtts,1,1,3,4,1,1,1,1
session_055,survey_138,annotator_148,Woman,18-24,clip_1192,18,speaker_013,Male,8,coqui_xtts,0,3,3,3,3,3,3,1
session_074,survey_142,annotator_101,Man,45-54,clip_0226,14,speaker_029,Male,4,elevenlabs,1,5,4,5,2,4,5,4
session_096,survey_107,annotator_081,Man,45-54,clip_1185,6,speaker_013,Male,4,coqui_xtts,1,4,3,4,1,1,1,1
session_096,survey_107,annotator_081,Man,45-54,clip_1499,7,speaker_058,Male,7,coqui_xtts,1,3,2,4,1,1,1,1
session_096,survey_107,annotator_081,Man,45-54,clip_1484,8,speaker_057,Male,7,coqui_xtts,0,4,2,4,1,1,1,1
session_071,survey_176,annotator_075,Woman,55-64,clip_1851,9,speaker_006,Male,7,elevenlabs,0,1,1,1,1,2,1,2
session_096,survey_107,annotator_081,Man,45-54,clip_1498,9,speaker_058,Male,7,coqui_xtts,0,1,2,2,1,1,1,1
session_073,survey_136,annotator_025,Man,35-44,clip_1999,18,speaker_055,Female,9,elevenlabs,1,5,3,5,1,4,2,3
session_096,survey_107,annotator_081,Man,45-54,clip_1102,10,speaker_001,Male,3,coqui_xtts,1,4,3,4,1,1,1,1
session_096,survey_107,annotator_081,Man,45-54,clip_1756,11,speaker_065,Male,3,coqui_xtts,0,4,2,4,1,1,1,1
session_072,survey_180,annotator_157,Man,45-54,clip_2468,14,speaker_026,Male,8,elevenlabs_low_expressiveness,1,5,2,5,3,3,3,2
session_096,survey_107,annotator_081,Man,45-54,clip_1725,12,speaker_075,Male,2,coqui_xtts,0,4,1,1,1,1,1,1
session_076,survey_160,annotator_102,Man,18-24,clip_1344,12,speaker_033,Male,9,coqui_xtts,0,5,1,1,1,2,1,1
session_072,survey_180,annotator_157,Man,45-54,clip_2225,15,speaker_001,Male,8,elevenlabs_low_expressiveness,0,3,3,5,3,3,3,2
session_096,survey_107,annotator_081,Man,45-54,clip_1283,13,speaker_026,Male,4,coqui_xtts,1,4,3,4,1,1,1,1
session_076,survey_160,annotator_102,Man,18-24,clip_1316,13,speaker_030,Male,3,coqui_xtts,0,5,1,2,1,2,1,1
session_096,survey_107,annotator_081,Man,45-54,clip_1184,14,speaker_013,Male,4,coqui_xtts,0,4,3,1,1,1,1,1
session_096,survey_107,annotator_081,Man,45-54,clip_2182,15,speaker_065,Male,3,coqui_xtts,1,4,4,4,1,1,1,1
session_096,survey_107,annotator_081,Man,45-54,clip_1101,16,speaker_001,Male,3,coqui_xtts,0,5,4,4,1,1,1,1
session_096,survey_107,annotator_081,Man,45-54,clip_1668,17,speaker_038,Male,1,coqui_xtts,0,4,2,1,1,1,1,1
session_096,survey_107,annotator_081,Man,45-54,clip_1329,18,speaker_032,Male,2,coqui_xtts,1,4,3,3,1,1,1,1
session_086,survey_074,annotator_112,Woman,35-44,clip_1503,18,speaker_058,Male,9,coqui_xtts,1,2,1,1,1,1,1,1
session_096,survey_107,annotator_081,Man,45-54,clip_1485,19,speaker_057,Male,7,coqui_xtts,1,5,4,4,1,1,1,1
session_096,survey_107,annotator_081,Man,45-54,clip_1645,20,speaker_085,Male,1,coqui_xtts,1,2,2,1,1,1,1,1
session_083,survey_120,annotator_186,Woman,18-24,clip_1841,16,speaker_063,Male,6,coqui_xtts,0,5,2,5,3,2,2,2
session_095,survey_202,annotator_047,Woman,45-54,clip_1919,12,speaker_051,Female,9,coqui_xtts,0,2,1,3,2,1,1,1
session_080,survey_049,annotator_128,Man,18-24,clip_1242,20,speaker_018,Male,3,coqui_xtts,0,2,3,2,3,2,2,2
session_085,survey_135,annotator_191,Woman,25-34,clip_0004,14,speaker_001,Male,4,elevenlabs,1,3,2,1,1,2,2,1
session_082,survey_209,annotator_044,Woman,45-54,clip_2500,17,speaker_029,Male,5,elevenlabs_low_expressiveness,1,3,3,3,3,4,3,3
session_082,survey_209,annotator_044,Woman,45-54,clip_2336,20,speaker_013,Male,5,elevenlabs_low_expressiveness,1,3,2,1,3,3,2,2
session_107,survey_140,annotator_133,Woman,18-24,clip_2834,8,speaker_063,Male,5,elevenlabs_low_expressiveness,1,2,2,4,2,2,2,3
session_107,survey_140,annotator_133,Woman,18-24,clip_2429,10,speaker_022,Male,6,elevenlabs_low_expressiveness,0,3,3,3,3,3,3,3
session_107,survey_140,annotator_133,Woman,18-24,clip_2303,12,speaker_010,Male,7,elevenlabs_low_expressiveness,0,4,5,3,5,5,5,5
session_107,survey_140,annotator_133,Woman,18-24,clip_2582,13,speaker_037,Male,2,elevenlabs_low_expressiveness,1,3,2,4,4,2,2,2
session_107,survey_140,annotator_133,Woman,18-24,clip_2386,15,speaker_018,Male,4,elevenlabs_low_expressiveness,1,3,3,3,3,3,3,3
session_107,survey_140,annotator_133,Woman,18-24,clip_2864,17,speaker_065,Male,1,elevenlabs_low_expressiveness,1,2,2,3,4,3,3,3
