session_id,survey_id,annotator_id,evaluator_gender,evaluator_age,clip_id,display_order,speaker_id,speaker_sex,sentence_num,model_name,is_cloned,humanlike,customer_service,native_english,authoritative,warm,trust,intimate_convo
session_072,survey_180,annotator_157,Man,45-54,clip_2525,19,speaker_030,Male,1,elevenlabs_low_expressiveness,0,2,2,2,1,2,2,1
session_076,survey_160,annotator_102,Man,18-24,clip_1099,16,speaker_001,Male,2,coqui_xtts,0,4,4,4,2,5,4,4
session_069,survey_218,annotator_012,Man,25-34,clip_2263,20,speaker_006,Male,7,elevenlabs_low_expressiveness,0,3,1,3,2,2,2,1
session_076,survey_160,annotator_102,Man,18-24,clip_1242,17,speaker_018,Male,3,coqui_xtts,0,2,1,3,2,2,2,2
session_071,survey_176,annotator_075,Woman,55-64,clip_0304,14,speaker_037,Male,5,elevenlabs,1,5,5,5,5,4,4,4
session_071,survey_176,annotator_075,Woman,55-64,clip_0166,15,speaker_022,Male,6,elevenlabs,1,3,2,1,2,2,2,2
session_071,survey_176,annotator_075,Woman,55-64,clip_1660,16,speaker_019,Male,1,elevenlabs,0,4,3,4,4,3,3,3
session_071,survey_176,annotator_075,Woman,55-64,clip_0117,17,speaker_015,Male,7,elevenlabs,0,1,1,1,1,2,1,1
session_071,survey_176,annotator_075,Woman,55-64,clip_0046,18,speaker_005,Male,8,elevenlabs,1,5,5,5,5,5,5,5
session_071,survey_176,annotator_075,Woman,55-64,clip_0303,20,speaker_037,Male,5,elevenlabs,0,5,5,5,5,5,5,5
session_069,survey_218,annotator_012,Man,25-34,clip_2606,1,speaker_038,Male,9,elevenlabs_low_expressiveness,1,2,2,4,2,1,2,2
session_061,survey_172,annotator_114,Man,35-44,clip_2229,2,speaker_002,Male,2,elevenlabs_low_expressiveness,0,3,2,2,2,3,2,2
session_065,survey_193,annotator_144,Man,35-44,clip_2351,6,speaker_015,Male,2,elevenlabs_low_expressiveness,0,1,1,1,1,2,2,1
session_061,survey_172,annotator_114,Man,35-44,clip_2801,14,speaker_058,Male,1,elevenlabs_low_expressiveness,0,3,2,2,4,3,4,4
session_065,survey_193,annotator_144,Man,35-44,clip_2795,13,speaker_058,Male,6,elevenlabs_low_expressiveness,0,1,1,3,2,1,2,1
session_073,survey_136,annotator_025,Man,35-44,clip_2022,15,speaker_068,Female,3,elevenlabs,1,5,5,5,2,5,4,4
session_054,survey_201,annotator_174,Man,18-24,clip_2234,15,speaker_002,Male,6,elevenlabs_low_expressiveness,1,3,4,4,3,2,2,1
session_078,survey_119,annotator_026,Woman,55-64,clip_1999,14,speaker_055,Female,9,elevenlabs,1,5,3,5,1,3,3,4
session_078,survey_119,annotator_026,Woman,55-64,clip_1922,15,speaker_055,Female,9,elevenlabs,0,5,2,1,1,3,1,1
session_078,survey_119,annotator_026,Woman,55-64,clip_0379,16,speaker_045,Female,9,elevenlabs,0,5,2,1,1,3,2,1
session_078,survey_119,annotator_026,Woman,55-64,clip_1671,17,speaker_051,Female,1,elevenlabs,0,5,4,5,1,4,4,5
session_078,survey_119,annotator_026,Woman,55-64,clip_0535,18,speaker_069,Female,2,elevenlabs,0,5,3,5,1,4,5,5
session_078,survey_119,annotator_026,Woman,55-64,clip_0531,19,speaker_064,Female,6,elevenlabs,0,5,4,5,1,3,5,5
session_077,survey_204,annotator_168,Woman,35-44,clip_1973,18,speaker_035,Male,4,elevenlabs,1,3,1,5,2,4,3,2
session_078,survey_119,annotator_026,Woman,55-64,clip_0333,20,speaker_040,Female,7,elevenlabs,0,5,1,1,1,3,1,2
session_072,survey_180,annotator_157,Man,45-54,clip_2226,17,speaker_001,Male,8,elevenlabs_low_expressiveness,1,5,3,1,3,3,3,2
session_100,survey_100,annotator_140,Man,45-54,clip_1516,1,speaker_060,Male,1,coqui_xtts,0,3,2,1,2,2,2,1
session_100,survey_100,annotator_140,Man,45-54,clip_1221,2,speaker_016,Male,3,coqui_xtts,1,1,1,2,1,3,2,1
session_076,survey_160,annotator_102,Man,18-24,clip_1695,20,speaker_019,Male,2,coqui_xtts,0,4,4,4,3,3,4,4
session_100,survey_100,annotator_140,Man,45-54,clip_1487,3,speaker_057,Male,9,coqui_xtts,1,3,1,3,2,2,2,1
session_100,survey_100,annotator_140,Man,45-54,clip_1600,4,speaker_081,Male,8,coqui_xtts,0,1,1,1,2,1,1,1
session_100,survey_100,annotator_140,Man,45-54,clip_1220,5,speaker_016,Male,3,coqui_xtts,0,1,2,1,2,3,3,1
session_095,survey_202,annotator_047,Woman,45-54,clip_2213,14,speaker_079,Female,8,coqui_xtts,1,2,1,4,1,2,1,1
session_100,survey_100,annotator_140,Man,45-54,clip_1626,6,speaker_084,Male,5,coqui_xtts,0,1,1,1,1,2,2,1
session_087,survey_045,annotator_062,Woman,25-34,clip_2615,15,speaker_039,Female,6,elevenlabs_low_expressiveness,0,5,2,5,1,2,4,4
session_100,survey_100,annotator_140,Man,45-54,clip_1517,7,speaker_060,Male,1,coqui_xtts,1,4,3,3,3,3,4,2
session_087,survey_045,annotator_062,Woman,25-34,clip_2906,16,speaker_071,Female,3,elevenlabs_low_expressiveness,1,5,1,1,1,2,3,3
session_087,survey_045,annotator_062,Woman,25-34,clip_2446,18,speaker_024,Female,2,elevenlabs_low_expressiveness,1,5,2,4,1,2,4,4
session_100,survey_100,annotator_140,Man,45-54,clip_1438,8,speaker_048,Male,7,coqui_xtts,0,1,2,5,3,3,3,2
session_095,survey_202,annotator_047,Woman,45-54,clip_2207,17,speaker_077,Female,9,coqui_xtts,1,4,4,4,3,3,4,3
session_100,survey_100,annotator_140,Man,45-54,clip_1627,9,speaker_084,Male,5,coqui_xtts,1,1,1,2,2,2,2,1
session_100,survey_100,annotator_140,Man,45-54,clip_1121,10,speaker_004,Male,5,coqui_xtts,0,5,4,4,4,3,3,2
session_082,survey_209,annotator_044,Woman,45-54,clip_2567,11,speaker_035,Male,8,elevenlabs_low_expressiveness,0,2,2,3,3,3,3,3
session_100,survey_100,annotator_140,Man,45-54,clip_1178,11,speaker_011,Male,9,coqui_xtts,0,5,4,5,4,3,4,2
session_100,survey_100,annotator_140,Man,45-54,clip_1486,12,speaker_057,Male,9,coqui_xtts,0,5,4,4,4,2,4,1
session_100,survey_100,annotator_140,Man,45-54,clip_1334,13,speaker_033,Male,3,coqui_xtts,0,3,2,3,3,3,3,1
session_100,survey_100,annotator_140,Man,45-54,clip_2179,14,speaker_063,Male,8,coqui_xtts,1,4,3,5,4,4,3,2
session_100,survey_100,annotator_140,Man,45-54,clip_1335,15,speaker_033,Male,3,coqui_xtts,1,5,5,5,4,3,4,2
session_100,survey_100,annotator_140,Man,45-54,clip_1894,16,speaker_063,Male,8,coqui_xtts,0,4,4,5,4,3,3,1
session_100,survey_100,annotator_140,Man,45-54,clip_1601,17,speaker_081,Male,8,coqui_xtts,1,5,3,5,4,3,4,2
session_100,survey_100,annotator_140,Man,45-54,clip_1439,18,speaker_048,Male,7,coqui_xtts,1,5,5,4,4,3,3,2
session_100,survey_100,annotator_140,Man,45-54,clip_1179,19,speaker_011,Male,9,coqui_xtts,1,4,4,4,3,3,3,1
session_100,survey_100,annotator_140,Man,45-54,clip_1122,20,speaker_004,Male,5,coqui_xtts,1,5,4,5,3,3,3,1
session_085,survey_135,annotator_191,Woman,25-34,clip_0176,18,speaker_023,Male,6,elevenlabs,1,3,3,1,3,2,2,3
session_055,survey_138,annotator_148,Woman,18-24,clip_1369,2,speaker_036,Male,9,coqui_xtts,1,1,1,1,1,1,1,1
session_058,survey_112,annotator_071,Man,25-34,clip_2391,2,speaker_018,Male,8,elevenlabs_low_expressiveness,0,1,4,4,1,2,4,2
session_065,survey_193,annotator_144,Man,35-44,clip_2423,2,speaker_022,Male,2,elevenlabs_low_expressiveness,0,1,1,1,1,2,1,1
session_056,survey_047,annotator_046,Man,55-64,clip_0860,2,speaker_046,Female,2,chatterbox,0,4,4,1,2,4,3,1
session_059,survey_111,annotator_006,Man,35-44,clip_1582,3,speaker_078,Female,7,coqui_xtts,0,2,1,2,1,2,3,1
session_055,survey_138,annotator_148,Woman,18-24,clip_1756,4,speaker_065,Male,3,coqui_xtts,0,3,1,1,1,3,1,1
session_072,survey_180,annotator_157,Man,45-54,clip_2467,1,speaker_026,Male,8,elevenlabs_low_expressiveness,0,4,2,4,3,3,3,2
session_080,survey_049,annotator_128,Man,18-24,clip_1652,1,speaker_086,Male,9,coqui_xtts,0,2,2,1,3,2,2,1
session_081,survey_068,annotator_187,Man,35-44,clip_0818,1,speaker_036,Male,9,chatterbox,0,1,1,1,1,1,2,2
session_084,survey_003,annotator_001,Man,35-44,clip_2442,1,speaker_023,Male,6,elevenlabs_low_expressiveness,1,4,2,5,1,2,4,4
session_084,survey_003,annotator_001,Man,35-44,clip_2527,2,speaker_031,Male,3,elevenlabs_low_expressiveness,0,2,1,1,3,1,1,1
session_081,survey_068,annotator_187,Man,35-44,clip_0762,2,speaker_029,Male,4,chatterbox,0,2,3,4,2,2,3,2
session_080,survey_049,annotator_128,Man,18-24,clip_1113,2,speaker_003,Male,4,coqui_xtts,0,3,3,2,3,3,3,2
session_084,survey_003,annotator_001,Man,35-44,clip_2784,3,speaker_057,Male,6,elevenlabs_low_expressiveness,1,5,3,5,1,3,2,2
session_081,survey_068,annotator_187,Man,35-44,clip_1906,3,speaker_006,Male,9,chatterbox,0,2,2,4,3,3,2,2
session_057,survey_167,annotator_188,Woman,25-34,clip_2067,6,speaker_038,Male,7,chatterbox,1,4,3,5,3,3,4,2
session_080,survey_049,annotator_128,Man,18-24,clip_1379,3,speaker_037,Male,1,coqui_xtts,1,4,3,4,3,3,4,2
session_084,survey_003,annotator_001,Man,35-44,clip_2460,4,speaker_026,Male,4,elevenlabs_low_expressiveness,1,5,2,5,1,3,5,3
session_079,survey_170,annotator_108,Woman,35-44,clip_1637,1,speaker_085,Male,6,coqui_xtts,1,2,1,3,1,2,2,3
session_081,survey_068,annotator_187,Man,35-44,clip_0782,4,speaker_032,Male,2,chatterbox,0,2,3,3,4,3,3,3
session_084,survey_003,annotator_001,Man,35-44,clip_2528,5,speaker_031,Male,3,elevenlabs_low_expressiveness,1,4,1,1,2,2,1,1
session_091,survey_131,annotator_073,Woman,65+,clip_1585,2,speaker_078,Female,8,coqui_xtts,1,3,2,5,3,2,3,2
session_081,survey_068,annotator_187,Man,35-44,clip_2088,5,speaker_065,Male,4,chatterbox,1,1,1,1,1,2,1,1
session_084,survey_003,annotator_001,Man,35-44,clip_2235,6,speaker_002,Male,8,elevenlabs_low_expressiveness,0,5,1,1,1,2,1,1
session_080,survey_049,annotator_128,Man,18-24,clip_1106,4,speaker_001,Male,7,coqui_xtts,1,2,3,3,3,3,2,2
session_079,survey_170,annotator_108,Woman,35-44,clip_1725,2,speaker_075,Male,2,coqui_xtts,0,2,1,4,1,2,3,4
session_081,survey_068,annotator_187,Man,35-44,clip_2062,6,speaker_035,Male,8,chatterbox,1,1,2,4,3,2,2,2
session_080,survey_049,annotator_128,Man,18-24,clip_1653,5,speaker_086,Male,9,coqui_xtts,1,1,2,1,2,2,2,1
session_079,survey_170,annotator_108,Woman,35-44,clip_1131,3,speaker_005,Male,6,coqui_xtts,0,1,1,2,1,2,2,1
session_094,survey_219,annotator_117,Woman,18-24,clip_0774,1,speaker_030,Male,7,chatterbox,0,1,1,1,1,2,3,2
session_081,survey_068,annotator_187,Man,35-44,clip_0957,7,speaker_058,Male,2,chatterbox,1,1,1,2,3,2,2,2
session_080,survey_049,annotator_128,Man,18-24,clip_1105,6,speaker_001,Male,7,coqui_xtts,0,4,3,3,4,4,3,2
session_058,survey_112,annotator_071,Man,25-34,clip_2541,13,speaker_033,Male,3,elevenlabs_low_expressiveness,0,5,5,2,3,4,4,4
session_079,survey_170,annotator_108,Woman,35-44,clip_1478,4,speaker_057,Male,4,coqui_xtts,0,2,1,2,1,1,2,2
session_084,survey_003,annotator_001,Man,35-44,clip_2783,7,speaker_057,Male,6,elevenlabs_low_expressiveness,0,5,3,5,1,4,5,5
session_081,survey_068,annotator_187,Man,35-44,clip_0657,8,speaker_010,Male,9,chatterbox,0,4,5,5,4,5,4,4
session_077,survey_204,annotator_168,Woman,35-44,clip_0127,9,speaker_016,Male,7,elevenlabs,0,1,1,1,1,2,1,1
session_080,survey_049,annotator_128,Man,18-24,clip_1114,7,speaker_003,Male,4,coqui_xtts,1,3,3,2,4,3,2,2
session_084,survey_003,annotator_001,Man,35-44,clip_2696,8,speaker_048,Male,8,elevenlabs_low_expressiveness,0,3,1,3,1,1,1,1
session_079,survey_170,annotator_108,Woman,35-44,clip_1160,5,speaker_010,Male,2,coqui_xtts,0,4,1,4,3,2,2,4
session_084,survey_003,annotator_001,Man,35-44,clip_2236,9,speaker_002,Male,8,elevenlabs_low_expressiveness,1,4,1,2,1,1,3,3
session_081,survey_068,annotator_187,Man,35-44,clip_1053,9,speaker_081,Male,3,chatterbox,1,4,5,5,4,3,3,4
session_080,survey_049,annotator_128,Man,18-24,clip_2216,8,speaker_080,Male,4,coqui_xtts,1,4,2,3,4,3,2,2
session_079,survey_170,annotator_108,Woman,35-44,clip_1132,6,speaker_005,Male,6,coqui_xtts,1,5,1,4,2,4,3,4
session_084,survey_003,annotator_001,Man,35-44,clip_2338,10,speaker_013,Male,7,elevenlabs_low_expressiveness,1,5,4,5,1,4,4,2
session_060,survey_053,annotator_135,Man,18-24,clip_0588,18,speaker_074,Female,7,elevenlabs,1,3,2,3,4,2,2,3
session_081,survey_068,annotator_187,Man,35-44,clip_0783,10,speaker_032,Male,2,chatterbox,1,2,1,3,3,2,2,2
session_084,survey_003,annotator_001,Man,35-44,clip_2441,11,speaker_023,Male,6,elevenlabs_low_expressiveness,0,3,1,1,1,1,1,1
session_079,survey_170,annotator_108,Woman,35-44,clip_1352,7,speaker_034,Male,6,coqui_xtts,0,2,1,3,1,2,3,2
session_080,survey_049,annotator_128,Man,18-24,clip_1328,9,speaker_032,Male,2,coqui_xtts,0,3,3,2,3,4,2,2
session_084,survey_003,annotator_001,Man,35-44,clip_2697,12,speaker_048,Male,8,elevenlabs_low_expressiveness,1,4,2,4,3,1,2,1
session_081,survey_068,annotator_187,Man,35-44,clip_1786,11,speaker_065,Male,4,chatterbox,0,1,2,3,2,2,2,2
session_079,survey_170,annotator_108,Woman,35-44,clip_1353,8,speaker_034,Male,6,coqui_xtts,1,4,3,4,3,2,3,2
session_084,survey_003,annotator_001,Man,35-44,clip_2337,13,speaker_013,Male,7,elevenlabs_low_expressiveness,0,5,3,5,1,2,4,2
session_080,survey_049,annotator_128,Man,18-24,clip_1154,10,speaker_009,Male,4,coqui_xtts,0,2,3,2,3,2,3,2
session_069,survey_218,annotator_012,Man,25-34,clip_2238,14,speaker_002,Male,1,elevenlabs_low_expressiveness,1,3,2,4,2,2,2,3
session_081,survey_068,annotator_187,Man,35-44,clip_1885,12,speaker_035,Male,8,chatterbox,0,1,1,2,1,1,2,1
session_079,survey_170,annotator_108,Woman,35-44,clip_1777,9,speaker_035,Male,4,coqui_xtts,0,2,1,3,2,3,2,3
session_084,survey_003,annotator_001,Man,35-44,clip_2798,14,speaker_058,Male,7,elevenlabs_low_expressiveness,1,4,4,5,2,4,3,2
session_081,survey_068,annotator_187,Man,35-44,clip_1059,13,speaker_081,Male,9,chatterbox,1,3,3,5,4,3,4,3
session_084,survey_003,annotator_001,Man,35-44,clip_2368,15,speaker_016,Male,5,elevenlabs_low_expressiveness,1,5,3,2,1,1,3,1
session_080,survey_049,annotator_128,Man,18-24,clip_1894,11,speaker_063,Male,8,coqui_xtts,0,1,2,3,2,2,2,1
session_084,survey_003,annotator_001,Man,35-44,clip_2367,16,speaker_016,Male,5,elevenlabs_low_expressiveness,0,3,1,2,1,1,2,1
session_081,survey_068,annotator_187,Man,35-44,clip_0956,14,speaker_058,Male,2,chatterbox,0,1,1,3,1,2,2,2
session_079,survey_170,annotator_108,Woman,35-44,clip_1492,10,speaker_058,Male,3,coqui_xtts,0,4,2,4,1,2,2,2
session_080,survey_049,annotator_128,Man,18-24,clip_1243,12,speaker_018,Male,3,coqui_xtts,1,3,2,3,4,3,3,2
session_084,survey_003,annotator_001,Man,35-44,clip_2459,17,speaker_026,Male,4,elevenlabs_low_expressiveness,0,2,2,5,1,3,4,2
session_084,survey_003,annotator_001,Man,35-44,clip_2260,18,speaker_006,Male,5,elevenlabs_low_expressiveness,1,5,5,4,2,4,5,3
session_081,survey_068,annotator_187,Man,35-44,clip_1058,15,speaker_081,Male,9,chatterbox,0,2,3,3,2,2,2,2
session_084,survey_003,annotator_001,Man,35-44,clip_2797,19,speaker_058,Male,7,elevenlabs_low_expressiveness,0,3,1,5,1,2,4,2
session_081,survey_068,annotator_187,Man,35-44,clip_0819,16,speaker_036,Male,9,chatterbox,1,2,2,3,2,4,2,2
session_080,survey_049,annotator_128,Man,18-24,clip_1329,13,speaker_032,Male,2,coqui_xtts,1,4,3,3,4,3,3,2
session_079,survey_170,annotator_108,Woman,35-44,clip_1479,11,speaker_057,Male,4,coqui_xtts,1,1,3,2,1,2,3,2
session_081,survey_068,annotator_187,Man,35-44,clip_2039,17,speaker_006,Male,9,chatterbox,1,1,1,3,2,2,2,2
session_080,survey_049,annotator_128,Man,18-24,clip_1187,14,speaker_013,Male,5,coqui_xtts,1,4,3,2,3,3,3,2
session_081,survey_068,annotator_187,Man,35-44,clip_1052,18,speaker_081,Male,3,chatterbox,0,3,3,4,3,2,3,3
session_079,survey_170,annotator_108,Woman,35-44,clip_1493,12,speaker_058,Male,3,coqui_xtts,1,2,1,4,2,3,3,4
session_081,survey_068,annotator_187,Man,35-44,clip_0658,19,speaker_010,Male,9,chatterbox,1,2,2,3,2,3,3,3
session_080,survey_049,annotator_128,Man,18-24,clip_2179,15,speaker_063,Male,8,coqui_xtts,1,1,2,1,2,2,2,1
session_081,survey_068,annotator_187,Man,35-44,clip_0763,20,speaker_029,Male,4,chatterbox,1,3,2,3,3,3,3,3
session_079,survey_170,annotator_108,Woman,35-44,clip_2202,13,speaker_075,Male,2,coqui_xtts,1,2,3,2,1,2,1,1
session_080,survey_049,annotator_128,Man,18-24,clip_1378,16,speaker_037,Male,1,coqui_xtts,0,5,4,3,4,3,4,3
session_099,survey_034,annotator_010,Man,45-54,clip_0325,10,speaker_039,Female,9,elevenlabs,0,3,1,2,1,3,2,2
session_079,survey_170,annotator_108,Woman,35-44,clip_2150,14,speaker_035,Male,5,coqui_xtts,1,3,4,3,2,2,4,3
session_080,survey_049,annotator_128,Man,18-24,clip_1155,17,speaker_009,Male,4,coqui_xtts,1,3,3,2,3,4,2,2
session_079,survey_170,annotator_108,Woman,35-44,clip_1802,15,speaker_035,Male,5,coqui_xtts,0,2,2,3,1,1,2,2
session_080,survey_049,annotator_128,Man,18-24,clip_1186,18,speaker_013,Male,5,coqui_xtts,0,2,3,2,3,2,3,2
session_079,survey_170,annotator_108,Woman,35-44,clip_1161,16,speaker_010,Male,2,coqui_xtts,1,4,3,4,1,2,3,4
session_080,survey_049,annotator_128,Man,18-24,clip_1794,19,speaker_080,Male,4,coqui_xtts,0,3,2,3,4,3,3,2
session_079,survey_170,annotator_108,Woman,35-44,clip_2149,17,speaker_035,Male,4,coqui_xtts,1,4,3,4,2,3,3,4
session_079,survey_170,annotator_108,Woman,35-44,clip_1260,19,speaker_022,Male,7,coqui_xtts,0,1,2,1,1,2,1,2
session_084,survey_003,annotator_001,Man,35-44,clip_2259,20,speaker_006,Male,5,elevenlabs_low_expressiveness,0,2,1,1,1,2,3,1
session_061,survey_172,annotator_114,Man,35-44,clip_2537,4,speaker_032,Male,6,elevenlabs_low_expressiveness,0,4,4,4,3,4,3,4
session_083,survey_120,annotator_186,Woman,18-24,clip_2153,1,speaker_035,Male,9,coqui_xtts,1,3,2,5,1,3,4,3
session_086,survey_074,annotator_112,Woman,35-44,clip_1132,1,speaker_005,Male,6,coqui_xtts,1,3,1,3,1,2,1,1
session_086,survey_074,annotator_112,Woman,35-44,clip_1907,2,speaker_006,Male,9,coqui_xtts,0,1,1,1,1,1,1,1
session_065,survey_193,annotator_144,Man,35-44,clip_2424,8,speaker_022,Male,2,elevenlabs_low_expressiveness,1,2,2,4,1,3,2,2
session_085,survey_135,annotator_191,Woman,25-34,clip_0097,1,speaker_013,Male,2,elevenlabs,0,3,1,1,1,4,2,1
session_083,survey_120,annotator_186,Woman,18-24,clip_1798,2,speaker_019,Male,5,coqui_xtts,0,5,1,4,1,1,2,2
session_086,survey_074,annotator_112,Woman,35-44,clip_1867,3,speaker_063,Male,7,coqui_xtts,0,3,1,2,1,1,1,1
session_065,survey_193,annotator_144,Man,35-44,clip_2373,9,speaker_016,Male,1,elevenlabs_low_expressiveness,0,1,1,2,1,2,2,2
session_086,survey_074,annotator_112,Woman,35-44,clip_1354,4,speaker_034,Male,7,coqui_xtts,0,1,1,1,1,1,1,1
session_086,survey_074,annotator_112,Woman,35-44,clip_1725,5,speaker_075,Male,2,coqui_xtts,0,2,1,1,1,1,1,1
session_083,survey_120,annotator_186,Woman,18-24,clip_1864,3,speaker_038,Male,7,coqui_xtts,0,5,2,2,1,3,4,3
session_086,survey_074,annotator_112,Woman,35-44,clip_1654,6,speaker_086,Male,1,coqui_xtts,0,3,1,1,1,1,1,1
session_057,survey_167,annotator_188,Woman,25-34,clip_0812,11,speaker_034,Male,1,chatterbox,0,4,2,1,1,2,3,2
session_083,survey_120,annotator_186,Woman,18-24,clip_1361,4,speaker_036,Male,3,coqui_xtts,1,1,1,1,1,1,1,1
session_085,survey_135,annotator_191,Woman,25-34,clip_1851,2,speaker_006,Male,7,elevenlabs,0,1,1,1,4,2,2,2
session_098,survey_036,annotator_154,Man,65+,clip_0476,1,speaker_057,Male,7,elevenlabs,1,4,3,5,1,4,4,1
session_086,survey_074,annotator_112,Woman,35-44,clip_1177,7,speaker_011,Male,7,coqui_xtts,1,1,1,1,1,1,1,1
session_083,survey_120,annotator_186,Woman,18-24,clip_1360,5,speaker_036,Male,3,coqui_xtts,0,4,2,2,2,3,1,1
session_094,survey_219,annotator_117,Woman,18-24,clip_0650,3,speaker_010,Male,3,chatterbox,1,1,1,4,3,2,3,3
session_083,survey_120,annotator_186,Woman,18-24,clip_1917,6,speaker_035,Male,9,coqui_xtts,0,3,2,3,3,3,3,2
session_086,survey_074,annotator_112,Woman,35-44,clip_2124,8,speaker_006,Male,9,coqui_xtts,1,1,1,1,1,1,1,1
session_082,survey_209,annotator_044,Woman,45-54,clip_2756,3,speaker_054,Male,1,elevenlabs_low_expressiveness,0,1,2,1,3,2,3,3
session_098,survey_036,annotator_154,Man,65+,clip_2003,2,speaker_063,Male,3,elevenlabs,1,2,1,2,1,1,1,1
session_086,survey_074,annotator_112,Woman,35-44,clip_1502,9,speaker_058,Male,9,coqui_xtts,0,1,1,1,1,1,1,1
session_091,survey_131,annotator_073,Woman,65+,clip_1239,7,speaker_017,Female,9,coqui_xtts,1,2,2,3,3,3,2,2
session_083,survey_120,annotator_186,Woman,18-24,clip_1173,7,speaker_011,Male,5,coqui_xtts,1,4,1,4,4,2,3,2
session_086,survey_074,annotator_112,Woman,35-44,clip_1176,10,speaker_011,Male,7,coqui_xtts,0,3,1,2,1,1,2,1
session_085,survey_135,annotator_191,Woman,25-34,clip_0003,3,speaker_001,Male,4,elevenlabs,0,3,2,2,3,2,2,1
session_056,survey_047,annotator_046,Man,55-64,clip_0741,12,speaker_025,Female,4,chatterbox,1,5,1,5,2,4,3,3
session_098,survey_036,annotator_154,Man,65+,clip_0106,3,speaker_013,Male,9,elevenlabs,1,5,3,5,2,4,3,1
session_075,survey_199,annotator_192,Woman,18-24,clip_2576,14,speaker_036,Male,5,elevenlabs_low_expressiveness,1,2,2,4,3,2,1,3
session_082,survey_209,annotator_044,Woman,45-54,clip_2297,4,speaker_010,Male,2,elevenlabs_low_expressiveness,0,1,1,1,2,1,4,1
session_083,survey_120,annotator_186,Woman,18-24,clip_2177,8,speaker_063,Male,6,coqui_xtts,1,4,3,4,1,3,4,2
session_098,survey_036,annotator_154,Man,65+,clip_1752,4,speaker_063,Male,3,elevenlabs,0,2,1,4,1,1,1,1
session_073,survey_136,annotator_025,Man,35-44,clip_0567,19,speaker_072,Female,7,elevenlabs,0,5,4,4,2,2,2,1
session_075,survey_199,annotator_192,Woman,18-24,clip_2746,17,speaker_054,Male,3,elevenlabs_low_expressiveness,0,3,2,1,2,1,2,3
session_085,survey_135,annotator_191,Woman,25-34,clip_0271,4,speaker_034,Male,2,elevenlabs,0,1,1,1,2,2,2,1
session_098,survey_036,annotator_154,Man,65+,clip_0278,5,speaker_034,Male,7,elevenlabs,1,5,3,1,1,4,3,1
session_082,survey_209,annotator_044,Woman,45-54,clip_2503,5,speaker_029,Male,7,elevenlabs_low_expressiveness,0,1,2,1,2,1,2,2
session_083,survey_120,annotator_186,Woman,18-24,clip_1264,9,speaker_022,Male,9,coqui_xtts,0,5,2,2,2,4,4,3
session_098,survey_036,annotator_154,Man,65+,clip_0302,6,speaker_037,Male,4,elevenlabs,1,5,4,5,2,4,4,1
session_086,survey_074,annotator_112,Woman,35-44,clip_1223,11,speaker_016,Male,4,coqui_xtts,1,3,1,3,2,2,3,3
session_083,survey_120,annotator_186,Woman,18-24,clip_1600,10,speaker_081,Male,8,coqui_xtts,0,5,2,2,2,4,4,2
session_086,survey_074,annotator_112,Woman,35-44,clip_1655,12,speaker_086,Male,1,coqui_xtts,1,2,1,1,1,1,1,1
session_098,survey_036,annotator_154,Man,65+,clip_0277,7,speaker_034,Male,7,elevenlabs,0,4,2,1,1,2,2,1
session_077,survey_204,annotator_168,Woman,35-44,clip_0162,20,speaker_022,Male,3,elevenlabs,1,4,3,1,2,2,1,1
session_082,survey_209,annotator_044,Woman,45-54,clip_2551,6,speaker_034,Male,3,elevenlabs_low_expressiveness,0,1,1,1,2,1,2,1
session_085,survey_135,annotator_191,Woman,25-34,clip_1795,5,speaker_006,Male,5,elevenlabs,0,2,2,1,1,2,2,1
session_086,survey_074,annotator_112,Woman,35-44,clip_1166,13,speaker_011,Male,2,coqui_xtts,0,3,2,2,2,1,2,2
session_083,survey_120,annotator_186,Woman,18-24,clip_1247,11,speaker_018,Male,5,coqui_xtts,1,5,1,4,2,2,3,2
session_098,survey_036,annotator_154,Man,65+,clip_0230,8,speaker_029,Male,8,elevenlabs,1,4,3,4,2,3,3,1
session_056,survey_047,annotator_046,Man,55-64,clip_0863,20,speaker_046,Female,5,chatterbox,1,3,3,1,1,2,3,2
session_098,survey_036,annotator_154,Man,65+,clip_0049,9,speaker_005,Male,1,elevenlabs,0,1,1,1,1,1,1,1
session_083,survey_120,annotator_186,Woman,18-24,clip_1246,12,speaker_018,Male,5,coqui_xtts,0,5,3,3,2,2,3,2
session_086,survey_074,annotator_112,Woman,35-44,clip_2178,14,speaker_063,Male,7,coqui_xtts,1,2,1,2,1,1,2,2
session_086,survey_074,annotator_112,Woman,35-44,clip_1167,15,speaker_011,Male,2,coqui_xtts,1,1,1,1,1,1,1,1
session_083,survey_120,annotator_186,Woman,18-24,clip_1265,13,speaker_022,Male,9,coqui_xtts,1,4,4,3,2,3,4,2
session_082,survey_209,annotator_044,Woman,45-54,clip_2499,7,speaker_029,Male,5,elevenlabs_low_expressiveness,0,3,3,2,1,2,3,3
session_085,survey_135,annotator_191,Woman,25-34,clip_0016,6,speaker_002,Male,7,elevenlabs,1,4,3,1,1,2,3,2
session_086,survey_074,annotator_112,Woman,35-44,clip_2202,16,speaker_075,Male,2,coqui_xtts,1,1,1,1,1,1,1,1
session_098,survey_036,annotator_154,Man,65+,clip_0252,10,speaker_031,Male,6,elevenlabs,1,5,5,5,4,4,4,1
